position,name,week,points,source
WR,Brandon Gibson,10.0,0.0,ESPN
WR,Brian Hartline,10.0,0.0,ESPN
WR,Louis Murphy,10.0,0.0,ESPN
WR,Hakeem Nicks,10.0,0.0,ESPN
RB,Kerwynn Williams,10.0,0.0,ESPN
RB,C.J. Anderson,10.0,0.0,ESPN
RB,Kendall Gaskins,10.0,0.0,ESPN
RB,Khiry Robinson,10.0,0.0,ESPN
RB,Charles Sims,10.0,0.0,ESPN
RB,Carlos Hyde,10.0,0.0,ESPN
RB,Tre Mason,10.0,0.0,ESPN
RB,Bishop Sankey,10.0,0.0,ESPN
RB,Tyler Gaffney,10.0,0.0,ESPN
RB,Storm Johnson,10.0,0.0,ESPN
RB,Lache Seastrunk,10.0,0.0,ESPN
RB,Andre Williams,10.0,0.0,ESPN
RB,Marion Grice,10.0,0.0,ESPN
RB,Branden Oliver,10.0,0.0,ESPN
RB,Darrin Reaves,10.0,0.0,ESPN
RB,Silas Redd,10.0,0.0,ESPN
RB,Ryan Hewitt,10.0,0.0,ESPN
RB,Trey Watts,10.0,0.0,ESPN
RB,Austin Johnson,10.0,0.0,ESPN
RB,Orleans Darkwa,10.0,0.0,ESPN
RB,Senorise Perry,10.0,0.0,ESPN
RB,Glenn Winston,10.0,0.0,ESPN
RB,Roosevelt Nix,10.0,0.0,ESPN
RB,Marcus Murphy,10.0,0.0,ESPN
RB,Jalston Fowler,10.0,0.0,ESPN
RB,Malcolm Johnson,10.0,0.0,ESPN
RB,Joey Iosefa,10.0,0.0,ESPN
RB,David Cobb,10.0,0.0,ESPN
RB,Karlos Williams,10.0,0.0,ESPN
RB,Javorius Allen,10.0,0.0,ESPN
RB,Kenny Hilliard,10.0,0.0,ESPN
RB,Tevin Coleman,10.0,0.0,ESPN
RB,Cameron Artis-Payne,10.0,0.0,ESPN
WR,Kevin Ogletree,10.0,0.0,ESPN
WR,Riley Cooper,10.0,0.0,ESPN
WR,Eric Decker,10.0,0.0,ESPN
WR,Kyle Williams,10.0,0.0,ESPN
WR,Mike Williams,10.0,0.0,ESPN
WR,Seyi Ajirotutu,10.0,0.0,ESPN
WR,Marlon Moore,10.0,0.0,ESPN
WR,Danario Alexander,10.0,0.0,ESPN
WR,Vincent Brown,10.0,0.0,ESPN
WR,Ricardo Lockette,10.0,0.0,ESPN
WR,Joe Morgan,10.0,0.0,ESPN
WR,Jeremy Ross,10.0,0.0,ESPN
WR,Justin Blackmon,10.0,0.0,ESPN
WR,Stephen Hill,10.0,0.0,ESPN
WR,Rueben Randle,10.0,0.0,ESPN
WR,Keshawn Martin,10.0,0.0,ESPN
WR,Jarius Wright,10.0,0.0,ESPN
WR,T.J. Graham,10.0,0.0,ESPN
WR,Nick Toon,10.0,0.0,ESPN
WR,DeVier Posey,10.0,0.0,ESPN
WR,Chris Givens,10.0,0.0,ESPN
WR,Kashif Moore,10.0,0.0,ESPN
WR,Chris Owusu,10.0,0.0,ESPN
WR,Jeff Fuller,10.0,0.0,ESPN
RB,John Crockett,10.0,0.0,ESPN
RB,Terrence Magee,10.0,0.0,ESPN
RB,Thomas Rawls,10.0,0.0,ESPN
RB,Gus Johnson,10.0,0.0,ESPN
RB,Terron Ward,10.0,0.0,ESPN
RB,Jarryd Hayne,10.0,0.0,ESPN
RB,Brandon Wegher,10.0,0.0,ESPN
RB,Alonzo Harris,10.0,0.0,ESPN
RB,Corey Grant,10.0,0.0,ESPN
RB,Nikita Whitlock,10.0,0.0,ESPN
RB,Raheem Mostert,10.0,0.0,ESPN
RB,Rod Smith,10.0,0.0,ESPN
RB,Akeem Hunt,10.0,0.0,ESPN
RB,Kelvin Taylor,10.0,0.0,ESPN
RB,Darius Jackson,10.0,0.0,ESPN
RB,Daniel Lasco,10.0,0.0,ESPN
RB,Keith Marshall,10.0,0.0,ESPN
RB,Zac Brooks,10.0,0.0,ESPN
RB,Terrell Watson,10.0,0.0,ESPN
RB,Brandon Wilds,10.0,0.0,ESPN
RB,Jhurell Pressley,10.0,0.0,ESPN
RB,Byron Marshall,10.0,0.0,ESPN
RB,D.J. Foster,10.0,0.0,ESPN
RB,Dreamius Smith,10.0,0.0,ESPN
RB,Devon Johnson,10.0,0.0,ESPN
RB,Troymaine Pope,10.0,0.0,ESPN
RB,Julian Howsare,10.0,0.0,ESPN
WR,LaRon Byrd,10.0,0.0,ESPN
WR,Damaris Johnson,10.0,0.0,ESPN
WR,Josh Gordon,10.0,0.0,ESPN
WR,Keenan Allen,10.0,0.0,ESPN
WR,Stedman Bailey,10.0,0.0,ESPN
WR,Markus Wheaton,10.0,0.0,ESPN
WR,B.J. Daniels,10.0,0.0,ESPN
WR,Tavarres King,10.0,0.0,ESPN
WR,Josh Boyce,10.0,0.0,ESPN
WR,Chris Harper,10.0,0.0,ESPN
WR,Marquess Wilson,10.0,0.0,ESPN
WR,Da'Rick Rogers,10.0,0.0,ESPN
WR,Jaron Brown,10.0,0.0,ESPN
WR,Russell Shepard,10.0,0.0,ESPN
WR,Nick Williams,10.0,0.0,ESPN
WR,Rodney Smith,10.0,0.0,ESPN
WR,Kenbrell Thompkins,10.0,0.0,ESPN
WR,Myles White,10.0,0.0,ESPN
WR,Marlon Brown,10.0,0.0,ESPN
WR,Josh Huff,10.0,0.0,ESPN
WR,Cody Latimer,10.0,0.0,ESPN
WR,Shaq Evans,10.0,0.0,ESPN
WR,Jeremy Gallon,10.0,0.0,ESPN
WR,Jared Abbrederis,10.0,0.0,ESPN
WR,Kevin Norwood,10.0,0.0,ESPN
WR,Martavis Bryant,10.0,0.0,ESPN
WR,Jalen Saunders,10.0,0.0,ESPN
WR,Bruce Ellington,10.0,0.0,ESPN
WR,Jeff Janis,10.0,0.0,ESPN
WR,Corey Washington,10.0,0.0,ESPN
WR,Michael Campanaro,10.0,0.0,ESPN
WR,Brenton Bersin,10.0,0.0,ESPN
WR,Frankie Hammond,10.0,0.0,ESPN
WR,Jeremy Butler,10.0,0.0,ESPN
WR,Jonathan Krause,10.0,0.0,ESPN
WR,Rashad Ross,10.0,0.0,ESPN
WR,Freddie Martino,10.0,0.0,ESPN
WR,Kevin Smith,10.0,0.0,ESPN
WR,DiAndre Campbell,10.0,0.0,ESPN
WR,Issac Blakeney,10.0,0.0,ESPN
WR,Geremy Davis,10.0,0.0,ESPN
WR,Da'Ron Brown,10.0,0.0,ESPN
WR,Kenny Bell,10.0,0.0,ESPN
WR,Dres Anderson,10.0,0.0,ESPN
WR,Keith Mumphery,10.0,0.0,ESPN
WR,DeAndrew White,10.0,0.0,ESPN
WR,Kaelin Clay,10.0,0.0,ESPN
WR,Tre McBride,10.0,0.0,ESPN
WR,Devin Smith,10.0,0.0,ESPN
WR,Evan Spencer,10.0,0.0,ESPN
WR,Rashad Greene,10.0,0.0,ESPN
WR,Kevin White,10.0,0.0,ESPN
WR,Vince Mayle,10.0,0.0,ESPN
WR,Mario Alford,10.0,0.0,ESPN
WR,DeAndre Smelter,10.0,0.0,ESPN
WR,Antwan Goodley,10.0,0.0,ESPN
WR,Chris Matthews,10.0,0.0,ESPN
WR,Seantavius Jones,10.0,0.0,ESPN
WR,Matt Hazel,10.0,0.0,ESPN
WR,Chris Harper,10.0,0.0,ESPN
WR,Tyler Murphy,10.0,0.0,ESPN
WR,Donteea Dye,10.0,0.0,ESPN
WR,Javontee Herndon,10.0,0.0,ESPN
WR,Daniel Brown,10.0,0.0,ESPN
WR,Eric Rogers,10.0,0.0,ESPN
WR,Josh Doctson,10.0,0.0,ESPN
WR,Leonte Carroo,10.0,0.0,ESPN
WR,Pharoh Cooper,10.0,0.0,ESPN
WR,Demarcus Robinson,10.0,0.0,ESPN
WR,Jordan Payton,10.0,0.0,ESPN
WR,Rashard Higgins,10.0,0.0,ESPN
WR,Moritz Bohringer,10.0,0.0,ESPN
WR,Keenan Reynolds,10.0,0.0,ESPN
WR,Cody Core,10.0,0.0,ESPN
WR,Devin Lucien,10.0,0.0,ESPN
WR,Demarcus Ayers,10.0,0.0,ESPN
WR,Daniel Braverman,10.0,0.0,ESPN
WR,Devin Lewis Fuller,10.0,0.0,ESPN
WR,Kenny Lawler,10.0,0.0,ESPN
WR,Kasen Williams,10.0,0.0,ESPN
WR,Reggie Bell,10.0,0.0,ESPN
WR,Jake Kumerow,10.0,0.0,ESPN
WR,Marquez North,10.0,0.0,ESPN
WR,Andy Jones,10.0,0.0,ESPN
WR,Xavier Rush,10.0,0.0,ESPN
WR,Dom Williams,10.0,0.0,ESPN
WR,Damiere Byrd,10.0,0.0,ESPN
WR,R.J. Harris,10.0,0.0,ESPN
WR,Bernard Reedy,10.0,0.0,ESPN
WR,Paul McRoberts,10.0,0.0,ESPN
WR,Wendall Williams,10.0,0.0,ESPN
WR,Anthony Dable,10.0,0.0,ESPN
WR,Darius Jennings,10.0,0.0,ESPN
WR,Devon Cajuste,10.0,0.0,ESPN
WR,Mitch Mathews,10.0,0.0,ESPN
WR,Keyarris Garrett,10.0,0.0,ESPN
WR,Nelson Spruce,10.0,0.0,ESPN
WR,Tommylee Lewis,10.0,0.0,ESPN
