source,fetched_at,team,position,name,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,D,Mikhail Sergachev,7.1,23.3,9.5,9.7,111.5,84.4,73.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,D,Ryan Suter,4.3,26.1,-3.7,11.0,93.9,46.3,74.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,LW/RW,Danton Heinen,10.3,20.0,-3.6,6.7,102.4,38.3,29.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,RW,Josh Anderson,17.3,13.2,4.6,3.7,157.2,121.4,24.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,C,Josh Norris,14.5,15.9,-13.4,5.6,140.0,46.7,31.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DET,LW/RW,Filip Zadina,15.0,15.2,-12.8,9.7,130.4,23.9,21.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,SJS,C/LW,Ryan Donato,16.2,13.9,-6.5,7.0,144.3,46.4,20.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,LW/RW,Brandon Saad,15.6,14.3,1.1,1.9,136.4,24.6,17.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,C/RW,Alexander Kerfoot,11.2,18.7,-4.5,8.9,74.0,29.1,27.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,RW,Jakob Silfverberg,13.6,16.2,1.3,5.7,137.9,31.1,36.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,C/RW,Tyler Bozak,12.8,17.0,-1.2,4.8,97.4,32.7,25.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VGK,LW/RW,Alex Tuch,12.0,17.7,1.7,6.0,128.1,71.0,29.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,D,Erik Gustafsson,7.0,22.5,-4.4,8.6,99.0,64.0,64.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BOS,C/RW,Charlie Coyle,11.5,17.9,4.1,3.2,107.9,61.1,39.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BOS,RW,Craig Smith,15.1,14.3,12.3,6.8,157.7,50.3,22.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DET,D,Filip Hronek,7.6,21.8,-14.6,7.6,107.7,93.0,57.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,LW,Oskar Lindblom,15.5,13.7,-2.5,3.9,139.7,59.1,40.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,LW/RW,Andrew Mangiapane,15.9,13.2,7.5,0.6,115.2,69.8,25.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,C,Chris Tierney,8.5,20.3,-10.3,4.4,79.9,27.1,33.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WPG,D,Neal Pionk,4.6,24.2,-2.3,14.7,126.9,124.4,72.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYI,D,Ryan Pulock,8.2,20.5,6.4,7.6,144.0,100.0,101.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,C,Erik Haula,14.3,14.3,-2.4,7.4,113.3,43.0,26.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DET,LW/RW,Vladislav Namestnikov,12.7,15.9,-1.5,5.7,98.5,86.6,40.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYR,D,Jacob Trouba,6.2,22.4,1.4,8.3,128.2,99.8,107.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,D,P.K. Subban,7.6,21.0,-1.2,9.8,126.2,62.9,67.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,LW,Alex Iafallo,11.2,17.3,-3.3,5.5,114.1,53.5,39.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,D,Colton Parayko,8.5,20.0,5.1,7.2,144.5,81.0,102.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,LW/RW,Nick Foligno,12.9,15.4,2.6,3.2,110.6,153.9,43.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,C/LW,Roope Hintz,13.1,15.3,-4.3,7.0,110.8,59.7,23.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,C/RW,Tyler Johnson,13.9,14.4,6.7,6.0,104.3,36.1,22.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,D,Mathew Dumba,9.4,18.9,3.9,9.3,123.2,84.8,68.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,D,Oliver Ekman-Larsson,8.8,19.6,-13.1,10.5,118.3,101.2,50.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,LW/RW,James Neal,15.5,12.7,-9.9,7.7,137.0,54.6,17.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,C/RW,Colin White,8.8,19.4,-15.3,4.4,87.6,29.8,27.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,D,Darnell Nurse,5.4,22.8,-2.6,5.4,141.6,129.2,111.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,D,Rasmus Ristolainen,4.6,23.6,-14.4,12.1,115.3,142.7,80.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,C/RW,Tyler Seguin,12.2,15.8,1.2,5.3,114.5,28.1,13.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,C,Kyle Turris,8.8,19.2,1.2,8.8,81.9,16.6,19.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,C,Jesperi Kotkaniemi,8.6,19.4,-4.9,3.4,95.4,59.0,28.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,C,Adam Gaudette,9.8,18.2,-6.6,5.7,80.4,31.1,21.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYR,D,Adam Fox,6.4,21.6,8.8,10.5,100.5,28.1,74.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,D,Will Butcher,3.8,24.1,-6.3,10.2,75.9,26.5,62.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,C/LW,Alexander Wennberg,5.1,22.7,5.0,6.7,63.3,28.0,32.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,C/LW,Christian Dvorak,12.1,15.6,-1.8,5.3,95.8,52.7,35.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,,Pius Suter,11.9,15.8,-8.3,9.8,125.3,20.1,4.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYI,C,Jean-Gabriel Pageau,13.8,13.9,-1.9,2.7,128.0,105.6,52.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,LW/RW,Connor Brown,11.2,16.5,1.2,2.0,100.3,25.8,26.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,RW,Jake Virtanen,14.3,13.3,-3.2,4.5,144.8,121.9,31.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,LW,Sonny Milano,13.0,14.6,-7.1,3.6,90.6,35.9,14.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,D,Aaron Ekblad,8.0,19.6,5.3,6.3,123.2,51.8,69.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,RW,Joel Armia,13.0,14.5,1.4,4.0,137.1,113.5,28.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,RW,Vladimir Tarasenko,14.0,13.5,2.5,7.9,108.3,29.6,14.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,C/LW,Boone Jenner,13.7,13.8,1.3,2.3,142.3,135.1,61.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,D,Jared Spurgeon,7.6,19.7,-2.2,7.2,97.4,49.8,96.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,D,Kevin Shattenkirk,6.5,20.7,-2.1,7.3,110.5,53.0,69.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,C/RW,Nick Bjugstad,12.4,14.8,4.9,3.8,137.9,82.3,18.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,C,Lars Eller,12.1,15.2,-1.0,3.8,120.5,50.5,40.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,LW/RW,Ryan Dzingel,8.8,18.2,2.6,8.0,84.8,31.2,21.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,LW/RW,Joonas Donskoi,10.9,16.1,5.8,3.3,98.8,24.8,28.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,RW,Tom Wilson,11.9,15.1,4.8,2.9,113.0,195.1,44.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,D,Duncan Keith,4.8,22.2,-3.7,6.5,110.7,27.5,107.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,C,Joel Eriksson Ek,7.6,19.3,0.8,0.0,111.2,113.5,37.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,LW,Jason Robertson,12.1,14.7,-0.5,5.6,125.7,20.9,18.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,C/LW,Jeff Carter,14.1,12.7,-12.7,7.9,143.7,56.4,20.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,LW/RW,Joel Farabee,11.9,14.9,3.5,3.2,120.4,33.7,19.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,LW,Zach Sanford,12.9,13.8,10.0,1.0,93.2,83.6,36.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,RW,Drake Batherson,9.0,17.4,-14.6,11.5,75.1,119.7,25.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,C,Jordan Staal,9.8,16.4,0.8,3.9,101.6,105.4,20.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,LW/RW,Frank Vatrano,13.7,12.4,-4.0,3.6,138.2,89.1,42.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,D,Alexander Edler,5.9,20.1,-0.6,8.9,119.5,112.0,151.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,C,Blake Lizotte,6.0,19.8,-3.4,2.7,75.2,36.3,19.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,LW/RW,Brett Connolly,12.7,13.0,4.7,4.2,90.5,60.5,17.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,C/RW,Luke Kunin,11.0,14.7,-5.0,1.4,117.7,67.0,45.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PIT,C/LW,Jared McCann,11.0,14.7,4.2,2.5,124.4,58.7,30.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,C/LW,Adrian Kempe,10.1,15.5,-2.2,5.0,102.7,66.1,14.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,C,Mikko Koivu,6.9,18.4,2.7,7.6,88.9,23.8,31.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,C/LW,Mikhail Grigorenko,9.4,15.9,-4.5,3.5,95.6,19.2,25.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,D,Ivan Provorov,7.9,17.3,0.9,5.2,122.1,86.3,110.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,D,Cam Fowler,6.4,18.8,-0.8,7.3,107.3,22.4,81.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WPG,D,Josh Morrissey,5.3,20.0,6.8,5.8,90.6,65.1,95.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,C/RW,JT Compher,10.3,14.8,0.4,4.9,92.4,28.4,49.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,LW/RW,Martin Frk,11.6,13.6,-11.7,6.1,99.1,81.6,11.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,D,Mattias Ekholm,5.5,19.7,9.9,5.1,100.2,45.7,78.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,C/LW,Carter Verhaeghe,10.9,14.2,-9.7,1.0,91.8,46.7,12.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,LW,Samuel Fagemo,14.4,10.7,-4.3,4.2,110.8,20.1,13.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,LW/RW,Tyler Ennis,11.7,13.3,-3.8,5.0,115.4,63.7,23.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,RW,Janne Kuokkanen,7.8,17.1,-9.8,3.4,74.5,24.6,24.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,D,Alex Goligoski,4.8,20.1,-7.1,6.7,80.7,78.3,108.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,LW/RW,Warren Foegele,10.9,13.8,7.4,0.0,104.6,51.9,13.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,LW/RW,Jordan Greenway,7.8,16.8,-3.8,1.1,78.5,59.1,32.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,C,Nolan Patrick,10.4,14.1,-2.7,3.5,97.4,48.3,18.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,C/RW,Jordan Kyrou,10.5,14.0,0.0,3.4,100.2,17.0,18.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,D,Justin Schultz,6.0,18.5,9.3,8.1,94.7,39.2,71.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,C,Morgan Frost,10.1,14.3,2.9,3.2,112.3,11.4,11.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,D,Jakob Chychrun,8.2,15.8,-2.0,6.8,132.1,80.0,87.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYI,D,Nick Leddy,5.1,18.9,-8.5,7.3,84.3,54.8,66.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,C/LW,Alexandre Texier,10.2,13.7,4.7,1.8,95.7,39.0,13.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,C,Aleksi Saarela,9.6,14.3,12.4,3.3,106.9,7.1,21.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,LW/RW,Calle Jarnkrok,10.4,13.4,6.9,3.4,92.4,32.5,20.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,D,Damon Severson,5.3,18.6,-15.7,7.4,100.0,69.2,62.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VGK,C/LW,Chandler Stephenson,10.1,13.7,6.5,2.1,69.0,40.2,25.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,C/LW,Barrett Hayton,8.2,15.5,5.6,0.0,91.5,47.5,10.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,C/RW,Vinnie Hinostroza,7.7,16.1,0.6,2.8,102.4,40.4,23.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,D,Adam Boqvist,7.4,16.3,-4.1,2.8,83.4,50.0,65.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,C,Travis Zajac,8.0,15.4,-10.2,4.7,71.7,47.2,24.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PIT,C,Mark Jankowski,12.0,11.4,-3.5,0.9,85.1,26.4,46.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,D,Jaccob Slavin,4.5,18.9,9.6,2.8,98.7,35.4,100.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,D,Samuel Girard,3.3,20.0,3.3,8.3,79.8,41.8,68.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,LW/RW,Rocco Grimaldi,8.0,15.2,3.8,0.0,106.2,28.8,17.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,D,Jake Muzzin,5.6,17.5,15.5,1.7,109.8,115.2,103.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYR,RW,Vitali Kravtsov,11.4,11.5,1.3,2.7,126.9,16.7,16.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,D,Hampus Lindholm,6.1,16.8,0.3,5.5,102.2,58.2,84.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,D,Tyler Myers,5.9,17.0,-5.8,7.7,109.3,65.6,81.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,D,Nate Schmidt,4.4,18.5,-2.2,5.5,82.9,26.1,79.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,LW/RW,Dillon Dube,8.7,14.0,0.0,2.4,84.1,75.2,16.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,D,Vince Dunn,7.3,15.3,7.5,6.8,120.5,33.6,46.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BOS,D,Matt Grzelcyk,3.1,19.6,12.9,10.9,88.3,45.7,52.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,C,Liam Foudy,8.5,14.0,0.0,0.3,94.1,28.6,12.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,D,Shayne Gostisbehere,6.9,15.6,-11.2,5.2,110.8,26.3,60.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,RW,Conor Sheary,10.7,11.5,-5.3,3.1,99.9,22.0,22.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,D,Dmitri Orlov,4.6,17.6,8.5,2.9,82.6,89.3,71.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,RW,Troy Terry,7.7,14.4,2.1,5.6,86.7,5.0,15.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,LW/RW,Blake Coleman,13.6,8.5,7.0,1.9,140.4,141.4,30.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,RW,Wayne Simmonds,11.6,10.5,-4.7,7.2,91.2,82.9,22.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,LW,Lawson Crouse,10.6,11.3,1.9,0.0,93.3,190.1,28.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,C/LW,Pavel Zacha,7.8,14.2,-6.0,4.3,82.5,53.6,17.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,D,T.J. Brodie,4.6,17.4,5.2,4.0,73.3,16.7,70.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,D,Brady Skjei,4.8,17.2,-5.5,2.5,106.5,108.4,78.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,D,Travis Sanheim,5.7,16.1,-1.7,2.7,90.3,33.7,73.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,C,Nick Bonino,9.8,11.9,1.4,2.3,79.7,21.2,58.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,D,Christian Wolanin,6.5,15.2,-7.0,3.6,75.7,22.4,56.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYR,C/RW,Filip Chytil,11.5,10.1,-7.5,4.2,118.6,18.3,22.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,D,Noah Hanifin,4.6,17.0,-3.4,4.1,104.8,63.4,61.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,C,Sam Steel,7.8,13.6,-7.1,5.9,76.7,21.4,20.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,LW/RW,Jimmy Vesey,11.6,9.9,-4.6,3.0,98.3,53.0,24.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,LW,Jesper Boqvist,9.5,12.0,-17.6,3.5,92.6,78.4,33.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,D,Justin Faulk,6.9,14.3,-2.4,4.1,118.9,66.3,61.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,D,Devon Toews,4.8,16.3,3.9,4.3,89.5,34.8,46.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,LW/RW,Nick Cousins,7.7,13.4,-3.1,3.2,99.1,78.9,31.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,SJS,LW/RW,Patrick Marleau,9.9,11.2,-4.2,3.8,101.9,48.0,23.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,D,Ryan McDonagh,4.1,16.9,11.0,1.0,71.8,54.1,105.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,C,Cody Eakin,8.8,12.1,2.7,1.2,77.3,53.7,25.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PTI,D,John Marino,3.7,17.2,6.4,3.5,61.0,72.0,77.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,D,Brandon Montour,5.1,15.2,2.3,4.4,102.9,61.4,61.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,D,Colin Miller,4.1,16.2,-4.3,6.3,94.3,93.9,46.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,D,Esa Lindell,5.2,14.9,9.2,5.3,89.8,79.3,100.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,LW/RW,Tage Thompson,10.4,9.6,-7.4,1.7,115.5,63.0,10.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,D,Olli Juolevi,3.7,16.3,-9.9,0.0,74.3,74.8,75.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,C/LW,Tyson Jost,8.3,11.5,-0.3,4.2,91.7,37.3,21.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,D,Ryan Graves,6.2,13.7,14.1,0.0,115.1,103.6,144.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,D,Rasmus Andersson,4.2,15.7,3.8,2.6,104.3,44.9,72.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,COL,LW/RW,Valeri Nichushkin,7.7,12.0,5.2,0.6,96.8,72.0,18.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,STL,LW/RW,Sammy Blais,7.9,11.7,-2.8,0.0,81.0,224.3,21.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,LW,Grigori Denisenko,9.8,9.8,1.5,2.8,103.2,32.7,16.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,D,Ty Smith,3.9,15.7,-10.7,3.4,60.1,11.5,37.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,LW/RW,Artturi Lehkonen,9.9,9.7,0.0,1.4,116.3,69.8,22.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,C/LW,Mattias Janmark,8.0,11.3,-5.5,2.6,75.6,15.0,28.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,D,Ryan Murray,2.5,16.9,-5.4,0.8,58.0,28.5,96.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,BOS,LW/RW,Anders Bjork,7.5,11.8,3.1,1.8,61.2,38.1,23.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,C,Lucas Wallmark,7.7,11.6,-3.0,4.3,80.6,52.1,24.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,D,Philippe Myers,5.5,13.6,9.4,0.0,112.4,115.3,63.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,D,Jake Gardiner,3.5,15.6,-2.2,6.0,62.3,39.3,40.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,LW/RW,Sam Bennett,9.4,9.7,-9.6,2.9,90.9,81.3,22.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,D,Travis Dermott,4.0,14.8,8.9,0.0,97.9,101.0,68.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,LW/RW,Dominik Simon,5.7,13.1,0.3,1.1,79.1,55.9,17.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,D,Sean Walker,4.4,14.4,-10.3,3.1,100.8,68.7,68.7,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,LW,Max Jones,10.0,8.8,-5.4,1.4,112.0,14.6,70.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,D,Jonas Brodin,3.4,15.2,5.4,2.3,74.5,30.9,94.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,LW,Milan Lucic,6.8,11.6,-6.6,4.8,70.5,164.8,15.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,D,Erik Brannstrom,4.4,13.9,-15.3,4.7,88.0,37.0,85.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,RW,Jesper Fast,6.1,11.9,0.8,0.0,59.0,90.7,34.8,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,VGK,D,Alec Martinez,5.5,12.5,5.5,4.6,76.8,64.3,133.2,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PTI,D,Marcus Pettersson,1.8,16.1,9.5,2.8,66.2,82.5,76.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,SJS,D,Marc-Edouard Vlasic,4.3,13.4,-3.0,1.9,85.5,18.6,94.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,D,Ethan Bear,4.2,13.5,-3.2,1.7,83.5,49.8,89.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,D,Josh Manson,3.6,14.1,5.9,0.0,81.6,157.3,74.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,C/LW,Barclay Goodrow,6.3,11.2,4.1,0.6,78.0,113.9,52.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,D,Brett Pesce,3.3,14.2,11.8,0.4,81.0,38.4,95.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,RW,Joel Kiviranta,9.6,7.5,1.7,1.4,82.0,130.3,26.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,D,Dante Fabbro,5.1,11.9,5.4,0.9,80.4,47.2,74.3,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,RW,Christian Fischer,9.1,7.6,-7.6,2.0,95.7,101.2,17.4,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,C/LW,Lias Andersson,8.2,8.4,-13.7,0.0,88.9,94.1,15.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DET,D,Troy Stecher,2.5,14.2,-8.2,2.2,90.8,71.3,68.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,D,Jusso Valimaki,3.0,13.5,-4.7,0.0,75.9,56.9,116.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,PTI,D,Mike Matheson,5.8,10.3,-5.9,2.2,102.5,40.5,77.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,NYI,D,Noah Dobson,3.8,12.3,-1.6,1.8,75.8,51.2,63.5,,,,,
