score,round,arbitrage,adp,my_rank,name,position,multi,position_rank,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,goals_against_average,saves,save_percentage,shutouts
0.8360801801927377,11.7,55.0,107.0,52.0,Mark Giordano,D,D,19.0,0.1534642218338811,0.19496626323240906,0.48565049997349224,0.32100025670986604,0.3891306695576612,0.28912474781452024,0.9695340489653089,,,,,
0.8354873727215628,1.7,-46.0,7.0,53.0,Patrick Kane,RW,RW,8.0,0.5276265349740435,0.616142643209111,0.45685590295378725,0.6638868945590412,0.6928424116514454,0.07228118695363006,0.032026650266121316,,,,,
0.8354615349410444,17.5,111.0,165.0,54.0,Ryan McDonagh,D,D,20.0,0.015327767699372639,0.25360620504535386,0.8676496355554787,0.23345473215262982,0.1367819426709139,0.297155990809368,0.8501619888824931,,,,,
0.8350488436599417,3.8,-27.0,28.0,55.0,Artemi Panarin,LW,LW,6.0,0.4710101759871113,0.616950673903384,0.7130221903156917,0.5471595284827262,0.4851571762490783,0.07228118695363006,0.032026650266121316,,,,,
0.8349422969281848,2.0,-46.0,10.0,56.0,Auston Matthews,C,C,11.0,0.7047974969109098,0.3658839938971734,0.8734820339948767,0.4815003850647991,0.7006585226612122,0.054210890215222546,0.343558611945665,,,,,
0.8342449156525895,10.1,34.0,91.0,57.0,Alex Pietrangelo,D,D,21.0,0.14931359914044043,0.36115124268786086,0.5538482297570039,0.35018209822894475,0.3578662255185952,0.15058580615339595,0.8443389615613802,,,,,
0.8329686107253556,4.9,-19.0,39.0,58.0,Patrice Bergeron,C,C,12.0,0.5593391578003317,0.40578531913340954,0.8219548603806679,0.5033867662041082,0.6381296345830799,0.20078107487119462,0.21545201088117974,,,,,
0.8327153254846068,9.4,25.0,84.0,59.0,Vincent Trocheck,C,C,13.0,0.4640147444813124,0.4033227493984826,0.4337559311819984,0.5398640681029565,0.6001656668213571,0.5682104418854808,0.23583260650507515,,,,,
0.8325825616449134,3.9,-31.0,29.0,60.0,Evgeny Kuznetsov,C,C,14.0,0.4209695226156301,0.6582756722676246,0.7763978583973389,0.6347050530399624,0.38131455854789476,0.2088123178660424,0.11937206008281581,,,,,
0.831958718712499,3.7,-34.0,27.0,61.0,Vladimir Tarasenko,RW,RW,9.0,0.6222980413525218,0.3413737295042299,0.6163513342925995,0.4450230831659506,0.7319229667002781,0.21082012861475433,0.12810660106448526,,,,,
0.83158958344077,1.8,-54.0,8.0,62.0,Nathan MacKinnon,C,C,15.0,0.6206657740011686,0.6191439000735532,0.4637445625278793,0.7076596568376593,0.691725824364336,0.148577995404684,0.13101811472504177,,,,,
0.831140982663406,7.1,-2.0,61.0,63.0,Nicklas Backstrom,C,C,16.0,0.3052650855097167,0.6400372651683229,0.7530223402425864,0.7368414983567378,0.27300559169827304,0.14456237390726012,0.20671746989951031,,,,,
0.8302939602978381,2.1,-53.0,11.0,64.0,Tyler Seguin,C,C,17.0,0.6518653985170316,0.4307188376995435,0.5449388967078448,0.5690459096220353,0.8179001878077097,0.2489685328402813,0.12810660106448526,,,,,
0.8301607844826427,6.5,-10.0,55.0,65.0,Jonathan Marchessault,C,C/LW,18.0,0.472828988178619,0.4388504481784164,0.883677250164533,0.4048980510772174,0.5644348736338528,0.3814840422552698,0.06405330053224263,,,,,
0.8299218283903561,,,,66.0,Ondrej Palat,LW,LW,7.0,0.24053402597605775,0.30204956904961733,0.8319663789616819,0.30640933595032666,0.23169186207522147,0.4417183647166281,0.26494774311063995,,,,,
0.8293168793018286,14.3,66.0,133.0,67.0,Colton Parayko,D,D,22.0,0.0639226985596555,0.24768064662068623,0.49616718692327283,0.27722749443124794,0.4114624152998512,0.39353090674754143,0.7074978195152254,,,,,
0.8291631057545827,13.0,52.0,120.0,68.0,T.J. Oshie,RW,RW,10.0,0.3202819451421649,0.2815794581280382,0.7639064223696519,0.4450230831659506,0.23727479851076907,0.4417183647166281,0.25621320212897053,,,,,
0.8275789329814036,,,,69.0,Matt Dumba,D,D,23.0,0.16950707808717985,0.2604937047727273,0.6876948852816132,0.28452295481101764,0.3065032103115581,0.4638042829524595,0.5007803496157152,,,,,
0.8274657012637044,11.4,34.0,104.0,70.0,Ryan Ellis,D,D,24.0,0.1494535077705564,0.3264828781383443,0.8712317385340067,0.27722749443124794,0.25848995696584953,0.1686561028918035,0.5997718140746356,,,,,
0.8273246329939126,12.5,44.0,115.0,71.0,Mikhail Sergachev,D,D,25.0,0.11247099320989967,0.29319970906472415,0.775800841234251,0.43772762278618094,0.27188900441116354,0.37144498851171004,0.34938163926677795,,,,,
0.8271020433772769,17.8,96.0,168.0,72.0,Dustin Brown,RW,RW,11.0,0.3485434884255924,0.22544056370212842,0.59320543812365,0.24075019253239954,0.42709463731938424,0.7991086779873545,0.10481449178003341,,,,,
0.8267863749642956,11.9,36.0,109.0,73.0,Charlie McAvoy,D,D,26.0,0.04955874586774847,0.2565689842576877,0.8273739392456203,0.21886381139309047,0.06532035629590582,0.6184057106032794,0.5036918632762716,,,,,
0.8264383077582371,6.3,-21.0,53.0,74.0,Alexander Radulov,RW,RW,12.0,0.3773646662294837,0.47458336110292737,0.5059490835184834,0.5033867662041082,0.3902472568447707,0.2690466403274008,0.23583260650507515,,,,,
