Players,TEAM,Pos,FanTrax,Yahoo,ESPN,Age,GP,G,A,PTS,(+/-),PIM,EV,PPG,PPA,PPP,GWG,SOG,ATOI,BLK,HIT,G,A,PTS,(+/-),PIM,PPG,PPA,PPP,GWG,SOG,ATOI,BLK,HIT,SCORE
Brock Nelson,NYI,C,C,C,C,30,82.0,27.3,27.7,54.9,5.7,29.3,21.2,6.1,4.3,10.4,4.9,185.5,18.2,45.4,54.1,0.949,0.047,,0.670,,,,-0.059,1.178,0.482,,0.859,-0.515,3.275
Brayden Schenn,STL,C/RW,C/LW,C/RW,C,30,80.1,23.1,34.1,57.2,2.0,46.7,15.2,8.0,8.0,16.0,4.2,163.9,18.4,36.0,137.4,0.405,0.581,,0.177,,,,0.604,0.723,0.036,,0.107,1.229,3.773
Conor Garland,VAN,LW/RW,LW/RW,LW/RW,RW,25,75.8,23.2,30.3,53.5,-0.2,31.7,18.7,4.5,7.7,12.2,3.7,206.2,17.3,29.0,40.2,0.418,0.264,,-0.117,,,,0.154,0.398,0.909,,-0.453,-0.806,0.826
Evgeny Kuznetsov,WSH,C,C,C,C,29,76.6,19.4,40.0,59.4,3.6,42.9,14.2,5.2,10.5,15.6,3.0,158.6,17.5,24.9,44.6,-0.074,1.074,,0.390,,,,0.556,-0.056,-0.074,,-0.781,-0.714,0.126
Reilly Smith,VGK,RW,RW,RW,RW,30,78.9,23.5,28.7,52.2,13.4,22.7,18.9,4.7,5.0,9.6,3.8,180.8,17.7,30.7,56.4,0.457,0.131,,1.698,,,,-0.154,0.463,0.385,,-0.317,-0.467,1.346
Zach Hyman,EDM,LW/RW,LW,LW/RW,LW,29,73.6,26.6,25.2,51.8,22.4,54.1,22.8,2.8,2.3,5.1,4.2,170.2,19.2,38.7,104.0,0.858,-0.161,,2.899,,,,-0.687,0.723,0.166,,0.323,0.530,3.201
Cam Atkinson,PHI,RW,RW,RW,RW,32,74.3,23.7,23.8,47.5,0.0,12.7,19.2,4.5,8.9,13.4,3.8,217.0,17.3,30.2,27.9,0.483,-0.278,,-0.090,,,,0.296,0.463,1.132,,-0.357,-1.064,0.630
Travis Konecny,PHI,RW,C/LW/RW,RW,RW,24,79.3,23.2,33.2,56.4,0.5,40.2,18.3,5.0,9.9,14.9,3.4,171.6,16.2,36.8,83.5,0.418,0.506,,-0.023,,,,0.473,0.203,0.195,,0.171,0.100,2.055
T.J. Oshie,WSH,C/RW,RW,C/RW,RW,35,77.4,26.9,28.9,55.8,2.2,32.2,15.5,11.4,5.8,17.1,3.7,147.3,18.2,49.9,106.8,0.897,0.148,,0.203,,,,0.734,0.398,-0.307,,1.219,0.588,3.779
Cole Caufield,MTL,RW,RW,RW,RW,21,75.7,27.3,25.3,52.5,-5.4,17.6,22.0,5.3,5.2,10.5,5.3,216.5,16.5,10.5,31.4,0.949,-0.153,,-0.811,,,,-0.047,1.438,1.121,,-1.933,-0.990,-0.021
Josh Norris,OTT,C,C,C,C,22,79.3,25.7,30.1,55.8,-11.2,23.4,17.6,8.2,13.3,21.4,3.4,158.8,18.0,51.6,107.1,0.742,0.248,,-1.584,,,,1.243,0.203,-0.069,,1.355,0.595,3.523
