source,fetched_at,team,position,name,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
CBS,2021-10-03 18:56:35.338198,WAS,G,Ilya Samsonov,,—,,,,,,42.07,2017.33,0.904,2.74,4.46
CBS,2021-10-03 18:56:35.338198,SEA,G,Philipp Grubauer,,—,,,,,,39.83,2008.26,0.908,2.57,5.24
CBS,2021-10-03 18:56:35.338198,NYR,G,Igor Shesterkin,,—,,,,,,39.73,2036.62,0.905,2.72,4.54
CBS,2021-10-03 18:56:35.338198,MIN,G,Cam Talbot,,—,,,,,,38.75,2031.86,0.905,2.7,4.71
CBS,2021-10-03 18:56:35.338198,WPG,G,Connor Hellebuyck,,—,,,,,,39.08,2027.45,0.905,2.7,4.55
CBS,2021-10-03 18:56:35.338198,BOS,G,Linus Ullmark,,—,,,,,,38.43,2009.68,0.905,2.69,4.61
CBS,2021-10-03 18:56:35.338198,CAR,G,Frederik Andersen,,—,,,,,,38.89,2018.26,0.902,2.79,4.23
CBS,2021-10-03 18:56:35.338198,STL,G,Jordan Binnington,,—,,,,,,37.41,2029.04,0.905,2.72,4.56
CBS,2021-10-03 18:56:35.338198,CHI,G,Marc-Andre Fleury,,—,,,,,,36.53,2040.48,0.905,2.72,4.44
CBS,2021-10-03 18:56:35.338198,PHI,G,Carter Hart,,—,,,,,,37.21,2023.36,0.903,2.77,4.25
CBS,2021-10-03 18:56:35.338198,DAL,G,Jake Oettinger,,—,,,,,,36.83,1992.98,0.903,2.72,4.5
CBS,2021-10-03 18:56:35.338198,MON,G,Carey Price,,—,,,,,,36.08,2005.06,0.905,2.71,4.61
CBS,2021-10-03 18:56:35.338198,NSH,G,Juuse Saros,,—,,,,,,35.26,2024.44,0.905,2.7,4.53
CBS,2021-10-03 18:56:35.338198,CGY,G,Jacob Markstrom,,—,,,,,,35.62,2008.57,0.903,2.73,4.38
CBS,2021-10-03 18:56:35.338198,NYI,G,Semyon Varlamov,,—,,,,,,34.84,2034.55,0.905,2.71,4.51
CBS,2021-10-03 18:56:35.338198,OTT,G,Matt Murray,,—,,,,,,34.8,2048.9,0.903,2.78,4.19
CBS,2021-10-03 18:56:35.338198,SJ,G,Adin Hill,,—,,,,,,33.48,2021.47,0.904,2.72,4.43
CBS,2021-10-03 18:56:35.338198,VAN,G,Thatcher Demko,,—,,,,,,33.31,2039.32,0.904,2.75,4.28
CBS,2021-10-03 18:56:35.338198,NJ,G,MacKenzie Blackwood,,—,,,,,,33.05,2044.84,0.903,2.79,4.14
CBS,2021-10-03 18:56:35.338198,ARI,G,Carter Hutton,,—,,,,,,32.97,2040.93,0.902,2.83,4.02
CBS,2021-10-03 18:56:35.338198,LA,G,Calvin Petersen,,—,,,,,,30.17,2038.95,0.904,2.77,4.3
CBS,2021-10-03 18:56:35.338198,CAR,G,Alex Nedeljkovic,,—,,,,,,28.15,2058.44,0.906,2.7,4.56
CBS,2021-10-03 18:56:35.338198,CLB,G,Elvis Merzlikins,,—,,,,,,28.48,2055.62,0.904,2.78,4.08
CBS,2021-10-03 18:56:35.338198,ANA,G,John Gibson,,—,,,,,,25.73,2049.05,0.904,2.77,4.05
CBS,2021-10-03 18:56:35.338198,BUF,G,Aaron Dell,,—,,,,,,26.52,2091.76,0.9,2.97,3.44
CBS,2021-10-03 18:56:35.338198,COL,G,Pavel Francouz,,—,,,,,,5.07,217.89,0.904,2.85,0.52
CBS,2021-10-03 18:56:35.338198,FLA,G,Spencer Knight,,—,,,,,,4.93,221.3,0.904,2.92,0.5
CBS,2021-10-03 18:56:35.338198,PIT,G,Casey DeSmith,,—,,,,,,4.88,219.69,0.905,2.86,0.51
CBS,2021-10-03 18:56:35.338198,WPG,G,Laurent Brossoit,,—,,,,,,4.79,218.98,0.906,2.82,0.53
CBS,2021-10-03 18:56:35.338198,TB,G,Brian Elliott,,—,,,,,,4.74,220.85,0.906,2.84,0.51
CBS,2021-10-03 18:56:35.338198,EDM,G,Mikko Koskinen,,—,,,,,,4.71,221.88,0.906,2.83,0.53
CBS,2021-10-03 18:56:35.338198,TOR,G,Petr Mrazek,,—,,,,,,4.67,217.88,0.905,2.81,0.53
CBS,2021-10-03 18:56:35.338198,MON,G,Jake Allen,,—,,,,,,4.59,245.66,0.907,2.81,0.62
CBS,2021-10-03 18:56:35.338198,WAS,G,Vitek Vanecek,,—,,,,,,4.64,222.48,0.904,2.93,0.49
CBS,2021-10-03 18:56:35.338198,SEA,G,Chris Driedger,,—,,,,,,4.37,219.2,0.909,2.72,0.58
CBS,2021-10-03 18:56:35.338198,MIN,G,Kaapo Kahkonen,,—,,,,,,4.31,225.76,0.905,2.88,0.52
CBS,2021-10-03 18:56:35.338198,NYR,G,Alexandar Georgiev,,—,,,,,,4.34,222.53,0.905,2.89,0.49
CBS,2021-10-03 18:56:35.338198,WPG,G,Eric Comrie,,—,,,,,,4.29,223.52,0.905,2.9,0.49
CBS,2021-10-03 18:56:35.338198,BOS,G,Jeremy Swayman,,—,,,,,,4.27,223.3,0.905,2.86,0.51
CBS,2021-10-03 18:56:35.338198,STL,G,Ville Husso,,—,,,,,,4.16,225.45,0.905,2.9,0.51
CBS,2021-10-03 18:56:35.338198,CAR,G,Antti Raanta,,—,,,,,,4.28,222.52,0.902,3.0,0.46
CBS,2021-10-03 18:56:35.338198,CHI,G,Kevin Lankinen,,—,,,,,,4.05,224.47,0.905,2.9,0.49
CBS,2021-10-03 18:56:35.338198,PHI,G,Martin Jones,,—,,,,,,4.13,224.82,0.903,2.96,0.47
CBS,2021-10-03 18:56:35.338198,DAL,G,Anton Khudobin,,—,,,,,,4.07,219.7,0.903,2.91,0.5
CBS,2021-10-03 18:56:35.338198,BOS,G,Dan Vladar,,—,,,,,,3.96,223.18,0.903,2.91,0.49
CBS,2021-10-03 18:56:35.338198,NSH,G,David Rittich,,—,,,,,,3.88,223.21,0.905,2.89,0.5
CBS,2021-10-03 18:56:35.338198,NYI,G,Ilya Sorokin,,—,,,,,,3.85,223.96,0.905,2.9,0.5
CBS,2021-10-03 18:56:35.338198,OTT,G,Filip Gustavsson,,—,,,,,,3.83,225.69,0.903,2.98,0.46
CBS,2021-10-03 18:56:35.338198,SJ,G,James Reimer,,—,,,,,,3.72,224.61,0.904,2.9,0.49
CBS,2021-10-03 18:56:35.338198,VAN,G,Jaroslav Halak,,—,,,,,,3.67,224.59,0.904,2.94,0.47
CBS,2021-10-03 18:56:35.338198,NJ,G,Jonathan Bernier,,—,,,,,,3.67,227.2,0.903,2.98,0.46
CBS,2021-10-03 18:56:35.338198,ARI,G,Josef Korenar,,—,,,,,,3.63,225.04,0.902,3.03,0.44
CBS,2021-10-03 18:56:35.338198,LA,G,Jonathan Quick,,—,,,,,,3.33,224.58,0.904,2.96,0.48
CBS,2021-10-03 18:56:35.338198,DET,G,Thomas Greiss,,—,,,,,,3.1,226.85,0.906,2.9,0.5
CBS,2021-10-03 18:56:35.338198,CLB,G,Joonas Korpisalo,,—,,,,,,3.13,226.74,0.904,2.97,0.45
CBS,2021-10-03 18:56:35.338198,ANA,G,Anthony Stolarz,,—,,,,,,2.84,226.02,0.904,2.96,0.45
CBS,2021-10-03 18:56:35.338198,BUF,G,Dustin Tokarski,,—,,,,,,2.92,230.53,0.9,3.18,0.38
