league,owner,name,team,position,ranking_draft,ranking_custom,target,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,games,off_day_score,fetched
84919,5,Bryan Rust,Pit,"LW,RW",161,76.0,False,0.5,0.8,0.2,0.2,4.0,2.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.25,2021-02-02 21:09:40.553541
84919,A,Jordan Eberle,NYI,RW,252,77.0,False,0.5,0.7,0.1,0.3,4.4,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.15,2021-02-02 21:09:40.553541
84919,A,Joel Edmundson,Mon,D,505,78.0,False,0.2,0.5,0.9,0.0,4.3,5.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.25,2021-02-02 21:09:40.553541
84919,A,Craig Smith,Bos,RW,193,79.0,False,0.5,0.4,0.4,0.2,4.5,1.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Charlie Coyle,Bos,"C,RW",242,80.0,False,0.4,0.6,0.2,0.1,3.6,2.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Chris Wagner,Bos,"LW,RW",291,81.0,False,0.2,0.2,0.0,0.0,2.3,5.9,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Sean Kuraly,Bos,"C,LW",525,82.0,False,0.2,0.4,0.1,0.0,2.6,4.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Trent Frederic,Bos,"C,LW",919,83.0,False,0.1,0.3,0.0,0.0,2.5,5.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Kevan Miller,Bos,D,885,84.0,False,0.1,0.4,0.3,0.0,1.8,4.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Brandon Carlo,Bos,D,332,85.0,False,0.1,0.4,0.5,0.0,2.5,3.3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.51,2021-02-02 21:09:40.553541
84919,A,Dakota Mermis,Min,D,875,87.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.22,2021-02-02 21:09:40.553541
84919,A,Kevin Fiala,Min,"LW,RW",112,87.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.22,2021-02-02 21:09:40.553541
84919,A,Lawson Crouse,Ari,LW,178,87.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.22,2021-02-02 21:09:40.553541
84919,5,Rasmus Ristolainen,Buf,D,152,87.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.15,2021-02-02 21:09:40.553541
